1495177500|68.8
1495177800|68.8
1495178100|68.6
1495178400|68.5
1495178700|68.3
1495179000|68.3
1495179300|68.1
1495179600|68.0
1495179900|68.1
1495180200|67.9
1495180500|67.7
1495180800|67.6
1495181100|67.5
1495181400|67.5
1495181700|67.5
1495182000|67.5
1495182300|67.6
1495182600|67.5
1495182900|67.6
1495183200|67.6
1495183500|67.6
1495183800|67.5
1495184100|67.3
1495184400|67.2
1495184700|67.0
1495185000|66.9
1495185300|66.8
1495185600|66.5
1495185900|66.3
1495186200|66.0
1495186500|65.9
1495186800|65.6
1495187100|65.6
1495187400|65.8
1495187700|66.0
1495188000|66.4
1495188300|66.4
1495188600|66.4
1495188900|66.6
1495189200|67.0
1495189500|67.5
1495189800|68.1
1495190100|68.4
1495190400|68.7
1495190700|69.3
1495191000|69.8
1495191300|70.1
1495191600|70.4
1495191900|70.8
1495192200|71.4
1495192500|71.7
1495192800|72.3
1495193100|72.6
1495193400|73.0
1495193700|73.2
1495194000|73.6
1495194300|74.0
1495194600|74.5
1495194900|75.0
1495195200|75.6
1495195500|76.2
1495195800|76.8
1495196100|77.0
1495196400|77.3
1495196700|77.6
1495197000|78.0
1495197300|78.2
1495197600|78.3
1495197900|78.6
1495198200|78.8
1495198500|79.1
1495198800|79.4
1495199100|79.4
1495199400|79.7
1495199700|79.7
1495200000|80.2
1495200300|80.2
1495200600|80.2
1495200900|80.1
1495201200|80.1
1495201500|80.3
1495201800|80.7
1495202100|80.9
1495202400|80.7
1495202700|81.5
1495203000|81.5
1495203300|81.7
1495203600|82.2
1495203900|82.0
1495204200|82.2
1495204500|82.2
1495204800|82.4
1495205100|82.8
1495205400|83.0
1495205700|82.8
1495206000|82.9
1495206300|83.4
1495206600|83.4
1495206900|83.4
1495207200|83.3
1495207500|83.0
1495207800|83.4
1495208100|84.1
1495208400|83.8
1495208700|84.2
1495209000|84.6
1495209300|84.5
1495209600|85.0
1495209900|85.2
1495210200|84.9
1495210500|84.0
1495210800|84.2
1495211100|85.0
1495211400|85.2
1495211700|85.2
1495212000|84.8
1495212300|84.6
1495212600|84.6
1495212900|84.7
1495213200|84.9
1495213500|85.1
1495213800|85.1
1495214100|84.3
1495214400|84.8
1495214700|84.7
1495215000|84.2
1495215300|84.4
1495215600|84.9
1495215900|84.7
1495216200|85.1
1495216500|84.7
1495216800|85.2
1495217100|86.0
1495217400|85.6
1495217700|85.5
1495218000|86.0
1495218300|85.3
1495218600|84.7
1495218900|84.1
1495219200|83.8
1495219500|83.7
1495219800|83.5
1495220100|83.4
1495220400|83.3
1495220700|82.7
1495221000|83.1
1495221300|82.7
1495221600|81.7
1495221900|81.1
1495222200|81.0
1495222500|80.0
1495222800|80.4
1495223100|79.8
1495223400|79.6
1495223700|79.3
1495224000|78.1
1495224300|78.1
1495224600|78.1
1495224900|78.2
1495225200|77.8
1495225500|77.4
1495225800|77.2
1495226100|76.8
1495226400|77.1
1495226700|76.5
1495227000|76.0
1495227300|76.0
1495227600|76.1
1495227900|75.3
1495228200|74.9
1495228500|74.8
1495228800|75.0
1495229100|75.0
1495229400|74.6
1495229700|74.2
1495230000|74.4
1495230300|74.1
1495230600|74.2
1495230900|74.0
1495231200|73.4
1495231500|73.8
1495231800|73.0
1495232100|72.5
1495232400|72.6
1495232700|72.8
1495233000|72.7
1495233300|72.3
1495233600|71.7
1495233900|71.6
1495234200|70.9
1495234500|70.4
1495234800|70.0
1495235100|69.8
1495235400|69.5
1495235700|68.8
1495236000|68.5
1495236300|68.2
1495236600|67.7
1495236900|67.1
1495237200|66.6
1495237500|65.9
1495237800|65.4
1495238100|65.2
1495238400|64.7
1495238700|64.3
1495239000|63.9
1495239300|63.8
1495239600|63.4
1495239900|63.0
1495240200|62.8
1495240500|62.5
1495240800|62.1
1495241100|61.9
1495241400|61.8
1495241700|61.4
1495242000|61.0
1495242300|60.8
1495242600|60.4
1495242900|60.0
1495243200|59.7
1495243500|59.5
1495243800|59.3
1495244100|59.0
1495244400|58.9
1495244700|58.6
1495245000|58.4
1495245300|58.2
1495245600|58.1
1495245900|57.9
1495246200|57.6
1495246500|57.4
1495246800|57.3
1495247100|57.2
1495247400|57.0
1495247700|56.7
1495248000|56.6
1495248300|56.4
1495248600|56.3
1495248900|56.2
1495249200|55.9
1495249500|55.7
1495249800|55.7
1495250100|55.6
1495250400|55.5
1495250700|55.1
1495251000|54.8
1495251300|54.8
1495251600|54.7
1495251900|54.5
1495252200|54.4
1495252500|54.3
1495252800|54.5
1495253100|54.6
1495253400|54.8
1495253700|54.9
1495254000|54.8
1495254300|54.8
1495254600|54.8
1495254900|54.7
1495255200|54.5
1495255500|54.3
1495255800|54.3
1495256100|54.0
1495256400|53.9
1495256700|53.9
1495257000|53.7
1495257300|53.5
1495257600|53.2
1495257900|53.2
1495258200|53.1
1495258500|52.8
1495258800|52.5
1495259100|52.5
1495259400|52.4
1495259700|52.3
1495260000|52.3
1495260300|52.5
1495260600|52.3
1495260900|52.1
1495261200|51.7
1495261500|51.6
1495261800|51.6
1495262100|51.5
1495262400|51.6
1495262700|51.3
1495263000|51.0
1495263300|50.8
1495263600|50.3
1495263900|50.2
1495264200|50.6
1495264500|50.6
1495264800|50.5
1495265100|50.3
1495265400|49.7
1495265700|49.4
1495266000|49.0
1495266300|48.5
1495266600|48.2
1495266900|48.2
1495267200|48.2
1495267500|48.1
1495267800|48.3
1495268100|48.4
1495268400|48.9
1495268700|49.2
1495269000|49.2
1495269300|48.9
1495269600|48.8
1495269900|48.4
1495270200|48.6
1495270500|48.7
1495270800|48.6
1495271100|48.4
1495271400|48.1
1495271700|47.8
1495272000|47.4
1495272300|46.9
1495272600|46.6
1495272900|46.3
1495273200|45.9
1495273500|45.9
1495273800|46.2
1495274100|47.1
1495274400|48.5
1495274700|49.3
1495275000|49.7
1495275300|50.2
1495275600|50.7
1495275900|51.1
1495276200|51.7
1495276500|52.0
1495276800|52.3
1495277100|52.6
1495277400|52.9
1495277700|53.1
1495278000|53.5
1495278300|53.8
1495278600|54.2
1495278900|54.5
1495279200|54.8
1495279500|54.9
1495279800|55.0
1495280100|54.9
1495280400|54.7
1495280700|54.9
1495281000|55.3
1495281300|55.6
1495281600|55.3
1495281900|55.6
1495282200|55.6
1495282500|55.8
1495282800|56.1
1495283100|56.8
1495283400|56.6
1495283700|57.3
1495284000|57.7
1495284300|57.7
1495284600|57.6
1495284900|57.8
1495285200|57.3
1495285500|58.3
1495285800|57.5
1495286100|57.5
1495286400|57.9
1495286700|58.2
1495287000|58.6
1495287300|58.5
1495287600|58.4
1495287900|58.2
1495288200|59.0
1495288500|59.2
1495288800|58.7
1495289100|59.2
1495289400|59.9
1495289700|60.4
1495290000|60.4
1495290300|59.8
1495290600|59.5
1495290900|59.9
1495291200|60.4
1495291500|60.4
1495291800|60.6
1495292100|61.0
1495292400|60.8
1495292700|62.0
1495293000|62.6
1495293300|62.2
1495293600|61.4
1495293900|61.5
1495294200|62.0
1495294500|63.0
1495294800|63.0
1495295100|63.4
1495295400|63.3
1495295700|63.6
1495296000|63.7
1495296300|64.3
1495296600|65.0
1495296900|64.9
1495297200|64.7
1495297500|65.2
1495297800|65.3
1495298100|65.3
1495298400|64.7
1495298700|64.7
1495299000|65.6
1495299300|66.2
1495299600|66.2
1495299900|67.5
1495300200|68.3
1495300500|67.8
1495300800|66.8
1495301100|65.3
1495301400|65.4
1495301700|65.4
1495302000|65.6
1495302300|65.8
1495302600|65.1
1495302900|65.0
1495303200|64.8
1495303500|64.6
1495303800|64.7
1495304100|63.8
1495304400|64.6
